ID,Medicine,Website,Source,Link,Review,Overall Rating,Effectiveness,Ease of use,Satisfaction,People upvoted,People downvoted,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical Personel Was Surprised or Skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption Method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
1027,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I took this product as directed and didn't loose anything.  I did change my eating habits but still got no weight loss.  I called the company and they tried to get me to buy more. REALLY? They also interrupted the weight loss program because they shipped my next order at least 10 days after I took my last pills. How can you keep with a program if the very company that's supposed to be aiding you is hindering that process.  They then told me that I could get a tea which they offered for free.  They said this would aid in the weight loss process and suggested it was very effective.  If this is the case why not just send it to begin with?    I had high hopes for this product working but it proved to be very ineffective for me.  Good luck to those of you lucky enough to have this work for you.    Still Overweight!,2.3,1,5,1,5,1,2014-07-15,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,LLM
1028,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I don't think I have been on it long enough to tell the effectiveness yet.  I have experienced nausea and headache.,1.7,1,2,2,1,1,2014-07-13,55-64 | less than 1 month | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,"nausea,headache",,,,,21,LLM
1029,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,While taking the supplement for 30 days I GAINED TWO POUNDS !,2.0,1,4,1,4,0,2014-07-13,75 or over |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,12,LLM
1030,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I'm a male just was wondering if this product is good for men to,1.0,1,1,1,1,2,2014-07-12,45-54 |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,LLM
1032,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I have taken it every morning and night for 3 months and have list only 10 pounds. I do feel more energetic.,2.3,1,5,1,4,0,2014-07-03,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,LLM
1033,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I ordered the sample product and they sent me another bottle the following month and charged me $89.99--tried to get the money back.  Then they keep sending you emails so you get sick of it and give up.  The company is a scam artist.,1.0,1,1,1,6,0,2014-07-03,55-64 |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,LLM
1034,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"This worked great for me! I lost 32 lbs so far and its only been a month!WARNING! read the page, it clearly states ur cardvwull b charged 89.95$ 14 days AFTER YOU ORDER. I've check several sites and they all have similar disclaimers. Also, know all meds won't work the same for everybody as our compositions are different AND THERE ARE SOME FAKES FLOATING! Different manufacturers n formulas work different. Duh. Plus always consult your Dr.   ",4.0,5,4,3,5,0,2014-07-01,25-34 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,LLM
1035,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,At last a supplement I can use safely,4.0,4,4,4,4,0,2014-06-30,55-64 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,LLM
1037,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,fraudulent claims!  Short trial period  and they charge full amount before trial complete also at $100 a month if you even receive your order. Then if you return you must pay re-stocking fees. if they sell a million units they will make millions in restocking fees for a product that does not work.,1.0,1,1,1,4,1,2014-06-15,65-74 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,LLM
1038,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I was over 200lbs it was safe and effective and it didnt make me sick,5.0,5,5,5,6,0,2014-06-11,45-54 | 1 to less than 2 years | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,LLM
1039,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"i have been using gc for 3 days and i feel horrible i have extreme back,belly and leg cramps. I also had loose stool i don't recommend this at all. ",2.0,1,4,1,2,0,2014-06-04,25-34 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"back pain,belly pain,leg cramps,loose stool",,,,,30,LLM
1043,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"Hello All,     Ive been taking the product (Garcinia Cambogia- Niwali) and is great!  I'm starting to see results , It helped me reduce my appetite,now I feel  my metabolism is working faster, and surprisingly, I have  lose 2 pounds and starting to get the flat belly I've wanted.      Hannah            ",5.0,5,5,5,2,0,2014-05-16,25-34 | less than 1 month | ,,,,,,,,,,,,,,,,,,,,,,,,,Niwali,,,,,,,49,LLM
1044,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I have only been taking 'Orignal Garcinia Cambogia' for 2 weeks. A kind friend knew I was struggling with my weight, saw the advertisement and sent to to me.   Before I even took 1 pill, I searched online to every site I could to get more info on this ""miracle drug"". I found out you need to drink lots of water, at least 32oz to 64oz to flush out the fat that will be released. I'm thinking maybe that's why several ppl had nausea, headaches, stomach problems, bowel discomfort, and feeling blah...it makes sense to me that the toxins will be released and have to be eliminated with all that water.  I also discovered that some of these labs added other ingredients that weren't disclosed on the label, some of them toxic and dangerous. I'm wondering if the ppl sought out their medical doctors to see if they were poisoned.  After saying all that, I will continue to take the pills, it has diminished my appetite, especially in the evenings, and I have lost inches and a couple of pounds.  My daily routine is to drink lots of water, eat a low carb, low starch diet and walk as much as I can. Good luck to everyone!",4.0,4,4,4,19,1,2014-05-15,65-74 | less than 1 month | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Orignal Garcinia Cambogia,,,,,,,207,LLM
1046,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"i haven't tried it yet , so scared after reading the reviews . Should I try it , its right here on my desk .",1.0,1,1,1,0,0,2014-05-13,45-54 |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,LLM
1047,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I've been taking Garcinia cambogia for about a month and a half now. I bought it at my local health food store but it's the 50% HCA not 60%. The brand is Alive Vitamins. Take 3 500mg tablets / day.  first 2 weeks I felt somewhat noxious all the time but now I feel great. Never hungry, always full of energy and i'm losing almost 1 lb a day. 275 - 235 in 45 days! ",4.3,5,3,5,12,0,2014-05-12,35-44 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Alive Vitamins,,,,,,,75,LLM
1048,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Although it has only been 3 weeks using this product I have not lost any weight! I had started an exercise program at the same time so I hoped using this supplement would be a boost to losing weight. My concern now is that I have been retaining water and my legs have balooned since I have started using the capsules and I have to ask if this might be a side effect? I was really anxious about using this product and have been disappointed so far. I purchased my capsules through Bio Health on the internet. They are packaged as 1000 mg  with 60% HCA,2.3,1,5,1,5,1,2014-05-11,55-64 | less than 1 month | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Bio Health,,"water retention,leg ballooning",,,,,106,LLM
1049,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I have been battling with my weight for a while. I was at a dead stop so then I decided to try Garinia Cambogia I followed directions and I have lost 15lbs in a month. Very happy I tried this product and will continue to use it until I get this weight off. I started out with Garcinia made by Whole body Research but this month I changed and I am now trying Garcinia Cambogia from Abundant Health I will let you know if this one works as well as the first one I tried.,5.0,5,5,5,7,0,2014-05-11,55-64 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,"Whole body Research,Abundant Health",,,,,,,95,LLM
1050,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"Where are the brands we have picked on here? I can't find them :( If I don't know what brand these people are talking about,how are the reviews supposed to help us make a decision on the one we want to take?",5.0,5,5,5,8,0,2014-05-10, |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,LLM
1051,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I decided to try and increase my chances at losing weight this year and wanted to find a good, healthy supplement to help aid in my weight loss goals.    I came across MNC Premium's Garcinia Cambogia 1600 on Amazon and I have to say that I'm now two bottles in and seeing some great results for a change!    It's a large dose of Garcinia Cambogia so I don't want to take it forever, but I have lost all cravings for food while using it.  I consciously eat better knowing I have a goal in mind, and Garcinia Cambogia 1600 is helping me get there!",4.0,4,4,4,5,0,2014-05-05,35-44 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,MNC Premium's Garcinia Cambogia 1600,,,,,,,104,LLM
1052,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Waste of money,1.0,1,1,1,0,2,2014-05-03,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LLM
1053,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I took it as directed by the supplement. Store consultant.  I lost no weight nor loss of fat as stated.  I had no response as well from the garcinia I ordered on line,2.3,1,5,1,1,0,2014-05-03,55-64 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,LLM
1054,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I took the Garcinia with Green Coffee Bean for one month now, gained 8lbs. Did not changed anything in my diet though, except cut back on sugar, and did not exercise too. Had zero side effects! Feeling great! Will try one more month with exercise, and low-calorie diet with a hope to lose some weight. Have to mention, that I am a healthy eater, never tried junk food, soda, etc.. Have PCOS, which makes it very hard to lose weight; after trying gym for 6 months for 4 days a week for 2-3 hours intensive workouts, decided to try garcinia and coffee bean, with a horrible result of gaining more weight :( but I don't lose my hope yet!",1.7,1,3,1,3,2,2014-05-02,25-34 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,119,LLM
1055,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I have tried two different brands of Garcinia Cambogia & neither one worked. Dr Oz and Ophra lied about this product.  I want to know which brand Oprah used?,2.0,1,4,1,2,0,2014-04-30,65-74 | 6 months to less than 1 year | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,LLM
1056,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,It gave me loose bms. I could not use it.,1.0,1,1,1,1,0,2014-04-30,75 or over | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,loose bms,,,,,10,LLM
1057,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,constipation increased appetite and weight gain,2.0,1,4,1,1,1,2014-04-28,55-64 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,"constipation,increased appetite,weight gain",,,,,6,LLM
1058,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I have been taking GC for quite a while and have lost 20 lbs. I am severely diabetic and had not lost any weight for YEARS, so I hope to loose more weight but at present I am dealing with tremendous gas and flatulence and am now wondering whether I should continue taking it. I wonder if anyone else is having this problem or what may be the cause and how to deal with this problem.",5.0,5,5,5,8,0,2014-04-26,65-74 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,"gas,flatulence",,,,,76,LLM
1059,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,gained 10 pounds while taking this herb,1.7,1,3,1,1,0,2014-04-23,65-74 |  | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,7,LLM
1060,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"Lost 35 lbs in 7 weeks- some stomach discomfort in the beginning but now its ok. Do research and buy only products that contain 60% or more HCA. Dont overpay- go on amazon and do a search for products and read reviews. If bad stomach cramping persists, use a mild cleanse- this is what made my cramps disappear. My ""cocktail"" is this- 2 garcinia pills, 1 green coffee pill, 1 raspberry ketone pill, and 1 blue Hawaiian cleanse pill, 2x's a day. I have type 2 diabetes and my average blood suger is 88 when i get up in the morning- thats amazing considering it use to be 130-170. Also eat a well balanced low fat and low ""processed"" carb diet. BTW, i use naturewise products- the brand is not listed in the drop down menu. ",5.0,5,5,5,12,1,2014-04-17,45-54 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Naturewise,,stomach discomfort,,,,,136,LLM
1061,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Just started,2.0,2,2,2,0,1,2014-04-14,55-64 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LLM
1062,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,What a joke! I actually gained weight. Don't waste your money.,2.3,1,5,1,4,0,2014-04-14,55-64 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,11,LLM
1063,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"The thing about this product is that you'll never see a negative review about it. Well, I'm here to tell you that it's a scam. I can speak from personal experience that this product in fact, isn't what it's set out be. They say you can keep on doing everything the same, no changes, no exercise and still lose weight. It's a lie! I've been on this product for a month and have actually gained weight. I thought I could keep on doing what I was doing and still lose weight, as the product says. After about 3 weeks of using this I realized it wasn't true. People, the only way to lose weight is to get off your butt and watch what you eat. There is no magic pill, and there never will be!",1.0,1,1,1,6,1,2014-04-13,25-34 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,LLM
1064,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,losing weight very fast,5.0,5,5,5,1,0,2014-04-13,35-44 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LLM
1065,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I have been on it for about three weeks and haven't lost a pound.,2.3,1,5,1,1,0,2014-04-13,65-74 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,LLM
1066,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,As usual it is not a MIRACLE in a jar. Been dieting for three week with taking the supplement have lost 11 pounds. BUT I worked to get it off. The last week I resumed normal eating and nothing. My concern is I have fibromyalsia and this sets off terrible pain in the tendons joints at the connective tissue...am still going. My sons both started also (18)nothing. We are taking 1650mg three times daily as recommended. went naturalpathic with nutrigold.,3.0,2,5,2,4,0,2014-04-10,45-54 | less than 1 month | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Nutrigold,,"tendon pain,joint pain",,,,,80,LLM
1067,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,So far I have been taaking Garcinia for 2 months. I am down 27 pounds. I believe the supplement helps a little but the person taking the supplement has to do the work.   I am following a diet and exercise program to be able to get my weight under control.   No side effects as of now so I could say I am happy with the product.,4.7,4,5,5,1,0,2014-04-10,35-44 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,LLM
1068,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"This is the end of day one. I know this pill doesn't have stimulants in it, but I am having tremors, palpitations and severe nausea.",1.7,1,3,1,2,0,2014-04-09,45-54 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"tremors,palpitations,nausea",,,,,25,LLM
1069,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"Doednt it cause liver problems. Ive seen that on other sites.j green,M.D.",1.7,1,2,2,0,0,2014-04-07,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,LLM
1070,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I would not recommend Original Garcinia Cambogia. I started an exercise regimen with also eating a 1300cal daily and added this in hopes it would speed up and get me better results I also have hypothyroidism and am on medication for that so losing weight is difficult anyway. I started with 1 tablet before breakfast and noticed i was very thirsty and drinking 64oz if water daily with no relief. I also felt dizzy and couldn't figure out why. At night hard time sleeping. I upped it to 2 in am instead of 1 at night thinking that would be better so I could sleep. As soon as I took the 2 together within about 40 minutes I had an accident of #2! Very OILY! That has never in 43 years happened to me only thing that has changed is taking the product. I have lost 10lb already but not sure if that is just the calorie and right food choices and exercise that has done this. Do not buy Original Garcinia Cambogia. I see alot of the same complaints for other people. P.S. It messed with my cycle as well one month no period next month 2.,3.0,3,5,1,2,0,2014-04-05,35-44 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,Original Garcinia Cambogia,,"thirst,dizziness,accident,oily stool,menstrual cycle issues",,,,,198,LLM
1071,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I have been using this for a month just to give it a really good chance.    Absolutely nothing I did gain a few lbs.,2.3,1,5,1,3,0,2014-04-04,55-64 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,24,LLM
1072,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I am 61 years old, have metabolic syndrome, and have a very hard time losing weight.  This treatment seemed to work best after using it for about a month; then, areas which never seemed to lose fat, started to ""thin out"".  Weight has dropped by at least four pounds in 6 weeks.  Food cravings are less, and appetite has noticeably decreased.  I am convinced the garcinia cambogia has done it, although all the water it takes to swallow the huge capsules has probably helped, too!",4.3,4,4,5,4,0,2014-03-31,55-64 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,LLM
1073,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,7 days and the belly fat is going and going ...love it,5.0,5,5,5,3,1,2014-03-31,65-74 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,LLM
1074,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I had major side effects. Abdominal pain. Excessive weight gain. Headaches. Muscle ache. I gained 22 lbs of water. I drank eight glasses a day while dieting. Those pills are dangerous,2.3,1,5,1,0,1,2014-03-29,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"abdominal pain,weight gain,headaches,muscle ache",,,,,31,LLM
1075,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,HEADACHE,3.3,3,3,4,1,0,2014-03-27,65-74 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,headache,,,,,1,LLM
1076,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Fast heart rate. felt like I was going to die. The kind I took was from walgreens in park forest il.You need to give more info. on side effets.I was taking garcinia cambogia complex Garcinia RX.I takin the capsules for one month. I thought I was going to die. I still have some left from the new bottle I had brought. I had purchas two.,1.0,1,1,1,2,0,2014-03-26,55-64 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,Garcinia RX,,fast heart rate,,,,,65,LLM
1077,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I have taken Garcinia Cambogia for about 6 weeks. I've lost about 5 pounds without much change in lifestyle. However, I have had extreme diarrhea and stomach discomfort, and I am not sure if the weight loss is due to my stomach problems. I have to be careful when and where I eat, because the loose bowels and compulsion to ""go"" can come upon me at any time.",3.3,3,5,2,44,3,2014-03-24,55-64 | 1 to 6 months | Weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,"diarrhea,stomach discomfort",,,,,68,LLM
1078,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"I ordered mine through groupon and it's one of those deals so I have 3 bottles for $20.  Yes, they have 60% HCA.  I took it for about 3 weeks and I noticed some weight loss but it was because I drank so much water to keep the pills down.  This helps with reducing my intake however I'm not quite sure whether the fat blocking really works.  I lost a few lbs from eating less because my appetite was ruined from all the water I drank.  I stopped using the pills after 3 weeks, and noticed that I can continue to lose weight from drinking lots of water and eating smaller portions.  Folks save your money and do diet the ole' fashion way....diet and exercise!",2.7,2,4,2,0,1,2014-03-24,25-34 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,LLM
1079,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Took for 3 months..lost NO weight and go to gym 3-4 times a week and have lost inches but gained 3 lbs..Have headaches during night and feel weak at times..stopped taking today.,1.7,1,3,1,2,0,2014-03-24,65-74 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,"headaches,weakness",,,,,32,LLM
1080,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Overall it is a good product specially I would just want to maintain my weight without exercise due to my working schedule and the gym environment. However? My extra free bottle don't come to me but the Customer Service insisted it was send when I ask. What is this about? Offer put up and consumer get more but? FREE Bottle never come and my sis and I have to share each 1 bottle. Never order again!,3.3,3,4,3,1,0,2014-03-24,35-44 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,LLM
1081,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I'm a huge fan o Miarcle Garcinia Cambogia,4.3,4,5,4,10,16,2014-03-21, |  | Weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,LLM
1082,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I never lost an ounce  I gained weight,1.0,1,1,1,1,0,2014-03-21,55-64 | 1 to 6 months | Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain,,,,,8,LLM
1083,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Useless.  It's a scam and they put you hold when you try to cancel the orders.,1.3,1,2,1,28,2,2014-03-20,55-64 | less than 1 month | Weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,LLM
1084,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,As reccomended for weight loss I took 6 pills a day. Which is difficult to remember but I did.  No weight loss or appetitie supression at all.  Totally ineffective.,1.7,1,3,1,1,0,2014-03-20,55-64 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,LLM
1085,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"The stuff does not work. Matter of fact I gained weight. Anyone who says they lost weight would have lost it without it because if you eat less, exercise more the weight comes off.  It causes nausea. Don't waste your money. ",1.3,1,2,1,0,0,2014-03-20,45-54 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"weight gain,nausea",,,,,41,LLM
1087,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"My main reason for trying this is that I really want to lose some stubborn belly fat. I've heard a lot of mixed reviews. Some good, some bad. So after careful research I decided t to try. I ordered online. There's the recommended 60% HCA with potassium to aid in absorption as well as some calcium. Nothing else. I've only been taking for about 2 weeks and havent had any weight loss yet. However, I have noticed more energy and it does help with appetite suppression. As far as eating habits, Im eating smaller portions and trying to eat healthier. I have also began incorporating cardio and weight training into my daily routine to see if i can get better results. Im not getting any of the ""bad"" side effects that a lot of people are reporting such as diarrhea, nausea, headaches, etc. I know that when i researched GC, a lot of brands have added ingredients so that may be the cause of some of those side effects. My advice would be to do your research before deciding if this product is right for you, and purchase from a reputable brand. I believe this product will help me so will continue until my bottle is used up and will come back here and give another review. Good luck to you :) ",3.7,3,5,3,0,1,2014-03-18,25-34 | less than 1 month | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,LLM
1088,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,"Its easy to use. 2 capsules, 30 mins before each meal, but not really noticed a massive difference. Im not overweight just wanted to lose a few pounds and shape up for the summer months. I did so much research and am now thinking this DOES need to be taken with a Nuovo Cleanse or something that keeps one regular. Coming up to 2 weeks have had constipation and difficulty passting stools and I have  just been in agony on the loo with stomach cramps. So painful my legs were like jelly.  I definitely think it might work but you gotta have a colon cleanser to take with it. ",2.7,2,4,2,43,8,2014-03-17,35-44 | less than 1 month | Weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,"constipation,stomach cramps",,,,,109,LLM
1089,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,Have not lost one pound of weight but have significant rise in blood pressure.,2.0,1,4,1,1,0,2014-03-16,65-74 | 1 to 6 months | Other,,,,,,,,,,,,,,,,,,,,,,,,,,,high blood pressure,,,,,14,LLM
1090,Garcinia,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-818-GARCINIA,I would NEVER recommend this to anyone. My first couple of weeks I saw great results. Then by week 3 I had increased cravings and appetite. I ended up gaining weight on this product and had terrible nausea. Once I stopped taking it my nausea was gone and my appetite was back to normal.,1.0,1,1,1,34,0,2014-03-16,19-24 | 1 to 6 months | Weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,"weight gain,nausea",,,,,54,LLM
