ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
854,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joan Pernicano,Aids in shrinking kidney stones.,5,,2022-05-04,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,LLM
855,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rosemary Quiles,"Took a sonogram 5 days ago and had a 6mm stone. Drank the tea for a few days, went to get a CT and no stones!I either didn’t have one or this tea is a miracle. For $11, it’s worth a shot.",5,9,2022-04-30,,1,,,,,,,,,,,,,,,,tea,,6mm,,,,,,,,,,1,,,42,LLM
856,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jose Trujillo,No side effects taste great,5,,2022-04-23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,LLM
857,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Isabel,stone discharged 3 days after consuming the tea.,5,1,2022-04-06,,1,,,,,,,,,,,1,,,,,tea,,,,,,,,,,,,,,,8,LLM
858,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tramark,I have noticed this particular feeling that i associate with the last time i had stones. I am drinking this tea in hopes of stopping the growth of kidney stones. Will update if any progress is made.,5,4,2022-04-04,,1,,,,,,1,,,,,,,,,,tea,,,,,,,,,,,,,,,37,LLM
859,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Donald E. Connell,Trying to maintain control over my kidney stones !,5,,2022-04-03,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,LLM
860,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JK458,"I can’t even believe how well this works. If you think you might have kidney stones, DO IT ! It’s $15 bucks which is pennies compared to going yo the hospital, getting a ct scan, etc.This is an ancient remedy for kidney stones. The reason it’s still around is b/c it works. However, like anything, u have to give it sometime to work. 3 cups a day until the box is gone. Yes, it’ll be a couple of weeks but hey,  it likely took months or years for those stones to form.  Try it!",5,10,2022-04-01,,1,,,,,,,,,,,,Better than: hospital,,,,tea,3 cups daily,,,,,,,,,,,,,,94,LLM
861,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Yamyscreation,Very good product,5,,2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LLM
862,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,bostons2005,"I’ve been drinking the tea twice a day for about a month, I actually like the taste.  Not bitter, very smooth.  Past reviews said it smoothed out the edges of a kidney stone to make it easier to pass.  A CT scan showed I had a 6mm stone in my bladder, the pain was bad and a stone this size is on the border of passing or requiring medical assistance.  Two days later I passed it and there was some pain but nowhere near what a 6mm stone would ordinarily produce.  Maybe it’s a coincidence and I got lucky but I’m thinking this tea played a big part and I’ll continue to drink it daily.  Plus the price is not bad, especially considering the pain from sharp stone edges can cause.",5,10,2022-03-12,,1,,,,,,,,,1,,,,,,,tea,twice daily,6mm,,,0,,,,,,1,,,,131,LLM
863,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Kidney stones remover,5,,2022-02-20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LLM
864,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rebecca,"I drank one last night, and one about an hour and a half ago. Went to use the restroom about 30 min ago and passed a large stone. I've been trying to pass it for a month without success until I tried this tea. It works wonders!!!",5,4,2022-02-08,,1,,,,,,,,,,,1,,,,,tea,,large stone,,,,,,,,,,1,,,47,LLM
865,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Antonio Vital,"So, I had a stone in my bladder for weeks. I decided to give this a try. I drank one cup the first day I got it and another cup the second day in the am. The second day at night I went to the bathroom to pee and well there it goes, I passed the stone. Had to get it to take it to my doctor. So I'm not sure if it was the tea or what. So just give it a try.",5,5,2022-02-02,,1,,,,,,,,,,,,,,,,tea,1 cup per day,,,,,,,,,,,,,,84,LLM
866,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,This product works great for kidney stone relief. I have also purchased the stone breaker  extract which I believe works great as well but this is better tasting. I add a teaspoon of honey to add sweetness. After researching this plant it has many other health benefits which I think is great. It does lower my blood pressure after drinking it and has a calming effect so I prefer drinking it before bed.,5,4,2022-01-28,,1,,,,1,,,,,,,,Better than: medication,,,,tea with honey,,,,,,,,,,lowered blood pressure,,,"lower blood pressure,calming effect",,73,LLM
867,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Angie Castillo,This has helped better than any medication to relive pain And stop from peeing blood. I recommend this tea to anyone who suffers from kidney stones.,5,3,2022-01-08,,1,,,,1,,,,,,,,Better than: medication,,,,tea,,,,,,,,,,,,,,,26,LLM
868,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kimberly Burns,"I have a 3 mm kidney stone lodged in my 3mm ureter. My bladder feels like it is gonna fall out. And my pee is just drops with blood in it. Just bought this and some pills, will have it by 10 pm tonight. Hopefully I will be better before Christmas. I will update.",5,2,2021-12-19,,,,,,,,,,,,,,,,,,"tea, pills",,3mm,,,,,,,,,,,,,54,LLM
869,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Noonie,"Went to see the doctor he still saw the Kidney Stones, told me to comeback in two weeks because of the holiday.  I ordered the tea, took it for less then a week.  When I went back to the doctors he no longer saw the stone and he assumed it passed.  But, this tea is the reason.  Anybody I see that has stones should try this and see what happens.  I do understand everybody body is different and some things work for some and some don't work for all.  But, for me this worked.  Thank you",5,6,2021-12-10,,1,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,96,LLM
870,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MrQHarris,"I started having upper right abdominal pain. “Self diagnosed” myself with gall stones because my wife went through the same issue before have hers removed (against my advice). I tried this and it really does help with my pain. I am also using Braggs Apple Cider Vinegar in my water and I Am taking Digestive Enzymes. So far the pain has subsided so yeah, there you go. Hope this helps.",5,7,2021-12-06,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,70,LLM
871,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sondra Romero,Ordered this for sister in law and she stands by this product 100%. It does in fact breakdown the stones so they can be passed. We actually were recommended this by a doctor and thought it was worth a try & it definitely was. The flavor isn't delicious but you can add to your liking.,5,6,2021-12-05,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,55,LLM
872,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,F. Vera,"Not sure what to write since it seems to me Amazon is not letting me write my truthful opinion on here about this product and haven't given me no real explanation except a link to their guidelines which I read and didn't give me no insight on why it was removed except maybe their getting paid off by big Pharma.This tea is for real and it really helped me out with not only my kidney stones issue but it also eliminated quite a lot more. I don't have the pain I usually feel from the stones, the pain in my bladder much better, my right side that used to hurt me gone, urinary issues I had a whole lot better don't hurt like I'm passing stones no more, lower back don't hurt no more and my leg that felt like it was getting ready to bust out and ached all the time mostly gone now and can walk on it again. This tea is really great and don't taste bad at all. My only suggestion is do not seap the tea in hot water but actually simmer it in a small pot to get the full flavor of the tea. Let's see if they remove this one too.My opinion is unsolicited or paid for by anyone so you are getting a real honest review from me. I hope this review",5,13,2021-11-25,,1,,,,1,,,,,,,,,,,,tea,,,,,,,,,,,,,"improved leg pain,improved bladder pain",,230,LLM
873,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Macizzle,"I have suffered through a few kidney stones in my life. The pain is unbearable. This tea, after 24 hours and 4 cups, pain gone! Stone then slowly dissolved over about 2 days.  This is real and it works.",5,6,2021-11-22,,1,,,,1,,,,,,1,,,,1,,tea,4 cups per day,,,,,,,,,,,1,,,39,LLM
874,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LMG,Used the tea for the treatment of kidney stones.,5,1,2021-11-13,,,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,9,LLM
875,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bon,I believe this tea helped me break up my kidney stones!,5,,2021-11-07,,1,,,,,,,1,,,,,,,,,tea,,,,,,,,,,,,,,,11,LLM
876,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vidi Garcia,"My mother went to dr with terrible lower back pain it appeared it was a uti or possibly kidney infection.Was prescribed medication she took for 7 days and was not better , I googled what could help for kidney stones or infections read some reviews and purchased this for her and within 3 days of drinking 3 times daily her pain was gone. Im am so thankful for this product.",5,6,2021-10-15,,1,,,,1,,,,,,,,Better than: medication,,,,tea,3 times daily,,,,,,,,1,,,,,,70,LLM
877,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Griselda Simons,I just bought this tea  last week  my pain is  better  almost gone  finally  I can rest  I will buy more !!! I being dealing with stones for years  this is the best!,5,3,2021-09-21,,1,,1,,1,,,,,,,,,,1,,tea,,,,,,,,,,,,,,,33,LLM
878,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Grandma's Botanical Remedies,"HUSBAND WAS DIAGNOSED WITH 2 LARGE KIDNEY STONES AND PASSED BOTH STONES WITHIN HOURS FROM EACH OTHER WITHIN 48 HRS! ON DAY 1 HE BEGAN TAKING LOTS OF THE BRAGGS APPLE CIDER VINEGAR WITH WATER (1 TBSP ACV TO 10oz WATER), LEMON WATER, MAGNESIUM MALATE 2x PER DAY (BEFORE BEDTIME AND MID DAY), K2/MK7,  STINGING NETTLE TEA AND USING AN INVERSION TABLE TO DISLODGE THE STONES FROM THE BOTTOM OF THE KIDNEY AND MOVE THEM SO THEY CAN BE FLUSHED OUT. YESTERDAY WE RECEIVED THIS CHANCA PIEDRA TEA, HE DRANK 1 CUP BEFORE BEDTIME AND OVERNIGHT ONE STONE CAME OUT, RELATIVELY WITH MINIMAL PAIN! DID THE TEA WORK? I DON'T KNOW, I THINK IT WAS A COMBINATION OF EVERYTHING HE WAS TAKING & DOING BEFORE THE TEA ARRIVED BECAUSE ALL HE TOOK WAS 1 CUP OF THE CHANCA PIEDRA TEA BEFORE BEDTIME. ONE HUGE PART OF EXPELLING KIDNEY STONES IS KEEPING YOUR KIDNEYS WELL HYDRATED TO FLUSH THE STONE(S) OUT. YOU CAN NOT AND WILL NOT PASS THE STONE IF YOU DON'T DRINK AMPLE FLUIDS (WATER/TEA) TO FLUSH IT OUT, AS MUCH AS HE HATES PEEING EVERY COUPLE OF MINUTES, IT IS IMPERATIVE IF YOU WANT TO GET RID OF THE STONE BEFORE IT CONTINUES TO GET BIGGER AND/OR CAUSE MORE DAMAGE TO THE KIDNEYS THAT MAY LEAD TO COMPLICATIONS AND/OR SURGERY.MAGNESIUM MALATE (AMAZ0N LINK)  3 BEFORE BEDTIME AND 3 AT LUNCH: https://www.amazon.com/gp/product/B083QPN3DR/ref=ppx_yo_dt_b_asin_title_o02_s01?ie=UTF8&psc=1VITAMIN K2 / MK7 (AMAZON LINK) ONCE A DAY: https://www.amazon.com/gp/product/B019FWQNGS/ref=ppx_yo_dt_b_asin_title_o01_s00?ie=UTF8&psc=1FULL DISCLOSURE... I HAVE NO AFFILIATION WITH ANY OF THE PRODUCTS LISTED!",5,3,2021-09-16,,1,,,,,,,,,,,1,,,,,tea,1 cup,2 large stones,,,1,,,,1,,1,,,,253,LLM
879,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Guadalupe,i try this product because my mother in law told me about it because i have stones and i was on so much pain and it help me alot will buy again.,5,,2021-09-12,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,32,LLM
880,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Evelyn,"I've had many issues in my abdominal area, from kidney stones, endometriosis and ovarian cyst. I've lived with constant pain. I drank this tea before bed and in the morning in an empty stomach for 4 days and I have not had any more abdominal pain. I still have a cysts but my endo pain is gone for months now.. I lived in my Dr office and have had 5 lap surgeries in the past 3.5 years because of endo and I can say I'm good now. Oh yeah, no stones! Whatever this is was God sent.",5,4,2021-09-06,,1,,,,1,,,,,,,,,,,,tea,morning and night,,,,,,,,,,1,,reduced endometriosis pain,,97,LLM
881,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sandy,I was nervous to try this tea for my kidney stone issues as I was concerned it would release more and might not break them down enough. But that did not happen only relief within an hour of drinking. Another reviewer mentioned the bubbling feeling and I had that also. So glad I found this product.,5,4,2021-08-14,,1,,,,1,,,,,,,,,,1,,tea,,,,1,,,,,,,,,,,56,LLM
882,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,G. Guesby,"My husband had Kidney Stone surgery in May and once the stint was removed he started started drinking one cup brewed mixed with one cup of MinuteMaid Zero Sugar Lemonade per day. It's been more than 12 weeks and he's feeling fine! No pain, no problems! He hasn't had an ultrasound to check and make sure the kidney stones are gone, but he likes the taste of the mix and the tea, he believes, is doing wonders! He's been drinking it all this time, got a kidney stone in the left kidney in November, had it removed, but he's still drinking the tea, cooled, with the Zero Sugar Lemonade.",5,5,2021-08-04,,1,,,,,,1,,,,,,,,,,tea with lemonade,1 cup daily,,,,,,,,1,,,,,,109,LLM
883,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lee R.,"I passed a stone and then a smaller one got stuck for two days....I was taking this product in pill form, 3x a day, with no relief, then I got this tea. I let one tea bag steep in 4ozs of hot water for 10 minutes and drank it down. Within 20 minutes I felt some relief. Then a few hours later I drank another. I am doing so much better. Thank you for this product.",5,10,2021-06-25,,1,,,,1,,,,,,,,,,1,,"tea, pills","3 pills daily, tea every few hours",,,,,,,,,,,,,,76,LLM
884,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joanna,"I have a history of having kidney stones. Particularly, I’ve struggled with excruciating calcium oxalate stones. Although I try to follow a low sodium diet and avoid high oxalate foods, I still occasionally get them. This tea seriously works. I don’t know if it dissolves it or gets rid of the rough edges, but it incredibly is effective for me.  It has most certainly saved me from surgeries and trips to the ER. I keep it on hand in my medicine cabinet.",5,16,2021-05-31,,1,,1,,,,,,,1,,,,,,,tea,,calcium oxalate stones,,,,,,,,,1,,,,82,LLM
885,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Russell Rivera,"I had  a 4mm kidney stone trapped in my ureter. After two ct scans over a month time, it wasn’t moving.  My doctor advise against OTC supplements, but I was desperate.  I was scheduled for surgery and a friend bought me this tea. I used two bags a day for a week. I also drank lemon juice with water. I was only able to drink this for a week leading up to the surgery. Well, surprisingly the surgeon was not able to find the stone. It was gone. I don’t know if it was the tea, or a combination of factors. But surgery result was the best possible outcome. If I get another stone, I am trying this first.",5,7,2021-05-04,,1,,,,,,,,,,1,,Better than: surgery,,,,tea,2 bags daily,4mm,,,,,,,,,1,1,,,119,LLM
886,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Claudette M. DeMar,Kidney stones,5,1,2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LLM
887,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Peter,"I read the reviews, but was doubtful. I bought it with cautious optimism. I suffer from kidney stones. It is really helping me.",5,6,2021-04-23,,1,,,,1,,,,,,,,,,,,tea,,,,1,,,,,,,,,,,23,LLM
888,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Karina Anguiano,This tea is great!!! I need surgery because one of my stones was 7mm and I did a lot of things but nothing would help. Then I found this tea and started drinking it and in 2 weeks the stone was released. I feel great!! I would reccomend it to anyone who has kidney stones.,5,14,2021-04-07,,1,,,,,,,,,,,,Better than: surgery,,,,tea,,7mm,,,,,,,,,,1,,,55,LLM
889,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,H B,This tea works! I took this along with the drops and I passed my kidney stone! I was in pain for over a month and this works!!!!! I avoided surgery bc of the tea and drops.,5,6,2021-03-30,,1,,,,,,,,,,,,Better than: surgery,,,,"tea, drops",,,,,,,,,,,,,,,36,LLM
890,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,P. Bauer,Tastes good and works very well to process kidney stones!,5,3,2021-03-21,,1,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,10,LLM
891,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sharon McKenzie,I bought the tea for one purpose only to break kidneystones. It’s convenient being in a teabag form which makes it easy to travel with.,5,3,2021-03-18,,1,,,,,,,1,,,,,,,,,tea,,,,,,,,,,,,,,,25,LLM
892,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,garnet gardner,Haven't used yet but have in past best for kidney stone relief and all around good for a body,5,,2021-03-13,,1,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,19,LLM
893,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Me,Studies show it works in government medical trials and my kidney stone which was uric acid came out brittle and in different pieces,5,2,2021-02-22,,1,,,,,,,1,,,,,,,,,,,uric acid stone,,,,,,,,,,,,,23,LLM
894,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,desiree lockette,Haven't passed a stone since drinking this tea..,5,1,2021-01-20,,1,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,8,LLM
895,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,David L. Havens,"I am still using this , I think my kidney stone got blasted and passed.",5,3,2020-12-23,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,15,LLM
896,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,irvin polanco,"Guys idk how the heck this tea did what it did I’m still in disbelief I drank it early in the morning on a empty stomach I let it sit in broiled water for 9min before I drank it it does not taste great but ... long story short I’ve been dealing with kidney stones for  11 months with crazy pain a lot of pressure in my abdomen even a lot of bleeding from time to time I went in for a ct scan on Saturday and on Sunday I passed a whole bunch of stuff WITHOUT pain I only drank it for 3 morning first thing I was also drinking one squeezed lemon with a cap of olive oilBut a hour apart not right after,  I’m still shocked I had it before but no success but since I was in pain I figured I’ll drink it and like magic it did it no more pressure or back pain I’m literally crying as I’m writing this note this might or might not work everyone is different",5,200,2020-11-24,,1,,1,,1,,,,,,,1,,,,,tea,morning on empty stomach,,,,1,,,,,,1,1,,,176,LLM
